Name,Height,Weight,Nationality,Climbing,General_Classification,Time_Trial,Sprint,One_Day_Races
Paídi  O'Brien,NaN,NaN,Ireland,8Climber,19GC,30Time trial,128Sprint,69One day races
Massimo  Giunti, 1.75 m, 62 kg   ,Italy,583Climber,708GC,60Time trial,1384Sprint,1869One day races
Jasha  Sütterlin, 1.84 m, 78 kg   ,Germany,189Climber,582GC,991Time trial,212Sprint,306One day races
David  Dekker, 1.90 m, 80 kg   ,Netherlands,34Climber,10GC,17Time trial,278Sprint,112One day races
Zico  Waeytens, 1.80 m, 67 kg   ,Belgium,94Climber,259GC,12Time trial,730Sprint,445One day races
Harry  Tanfield, 1.90 m, 79.5 kg   ,Great Britain,10Climber,10GC,219Time trial,200Sprint,75One day races
Kenny De Ketele, 1.78 m, 66 kg   ,Belgium,8Climber,21GC,43Time trial,24Sprint,11One day races
Guillaume  Boivin, 1.80 m, 78 kg   ,Canada,208Climber,417GC,146Time trial,1576Sprint,1022One day races
Mark  Padun, 1.82 m, 67 kg   ,Ukraine,667Climber,439GC,96Time trial,145Sprint,121One day races
Alberto  Ongarato, 1.83 m, 69 kg   ,Italy,310Climber,330GC,21Time trial,1893Sprint,1064One day races
Bobbie  Traksel, 1.80 m, 72 kg   ,Netherlands,39Climber,260GC,86Time trial,1637Sprint,964One day races
Vladimir  Miholjević, 1.80 m, 68 kg   ,Croatia,268Climber,864GC,319Time trial,459Sprint,535One day races
Andreas  Stauff, 1.92 m, 82 kg   ,Germany,71Climber,71GC,10Time trial,616Sprint,337One day races
David  Tanner, 1.84 m, 70 kg   ,Australia,112Climber,210GC,108Time trial,686Sprint,396One day races
Damien  Gaudin, 1.92 m, 85 kg   ,France,30Climber,667GC,1036Time trial,669Sprint,746One day races
Linus  Gerdemann, 1.83 m, 71 kg   ,Germany,993Climber,2277GC,1225Time trial,1063Sprint,648One day races
Nick  Nuyens, 1.77 m, 68 kg   ,Belgium,544Climber,1109GC,725Time trial,1822Sprint,2884One day races
Liam  Bertazzo, 1.80 m, 75 kg   ,Italy,43Climber,140GC,74Time trial,582Sprint,118One day races
Enrico  Battaglin, 1.75 m, 64 kg   ,Italy,1720Climber,421GC,29Time trial,1048Sprint,1044One day races
Marco  Marcato, 1.74 m, 67 kg   ,Italy,1058Climber,1701GC,156Time trial,3282Sprint,3316One day races
Stan  Dewulf, 1.76 m, 74 kg   ,Belgium,212Climber,275GC,65Time trial,452Sprint,467One day races
Thomas  Sprengers, 1.77 m, 60 kg   ,Belgium,248Climber,423GC,48Time trial,520Sprint,602One day races
Niklas  Märkl,NaN, 1.84 m,Germany,6Climber,24GC,45Time trial,117Sprint,108One day races
Grischa  Niermann, 1.78 m, 64 kg   ,Germany,304Climber,1709GC,1150Time trial,447Sprint,261One day races
Jan-Willem van Schip, 1.94 m, 84 kg   ,Netherlands,10Climber,16GC,6Time trial,709Sprint,516One day races
Luca  Ascani, 1.87 m, 75 kg   ,Italy,56Climber,242GC,143Time trial,322Sprint,77One day races
Sep  Vanmarcke, 1.89 m, 77 kg   ,Belgium,1226Climber,761GC,264Time trial,2170Sprint,4385One day races
Alberto  Dainese, 1.76 m, 70 kg   ,Italy,122Climber,65GC,0Time trial,1072Sprint,454One day races
Jesús  Herrada, 1.83 m, 70 kg   ,Spain,2056Climber,1935GC,818Time trial,553Sprint,1348One day races
Lars  Boom, 1.91 m, 75 kg   ,Netherlands,372Climber,2101GC,2939Time trial,1806Sprint,1484One day races
Thimo  Willems, 1.75 m, 67 kg   ,Belgium,14Climber,8GC,0Time trial,110Sprint,103One day races
Michał  Paluta, 1.74 m, 65 kg   ,Poland,22Climber,101GC,92Time trial,219Sprint,90One day races
Roberto  Longo,NaN,NaN,Italy,7Climber,15GC,50Time trial,47Sprint,14One day races
Andrea  Noè, 1.78 m, 65 kg   ,Italy,2164Climber,3255GC,942Time trial,1190Sprint,1495One day races
Itamar  Einhorn, 1.72 m, 72 kg   ,Israel,36Climber,19GC,30Time trial,379Sprint,87One day races
Davide  Malacarne, 1.71 m, 63 kg   ,Italy,408Climber,397GC,73Time trial,314Sprint,305One day races
Nazareno  Rossi,NaN,NaN,Switzerland,0Climber,5GC,3Time trial,15Sprint,6One day races
Sergio  de Lis, 1.86 m, 71 kg   ,Spain,0Climber,20GC,0Time trial,15Sprint,5One day races
Benjamin  Brooks,NaN,NaN,Australia,49Climber,92GC,117Time trial,310Sprint,172One day races
Gabriele  Bosisio,NaN,NaN,Italy,376Climber,261GC,298Time trial,477Sprint,829One day races
Juan Diego  Alba, 1.73 m, 59 kg   ,Colombia,51Climber,58GC,0Time trial,1Sprint,15One day races
Kevin Van Impe, 1.88 m, 75 kg   ,Belgium,0Climber,250GC,165Time trial,754Sprint,680One day races
Paolo  Fornaciari, 1.91 m, 80 kg   ,Italy,51Climber,537GC,6Time trial,454Sprint,585One day races
Nick  Gates, 1.83 m, 71 kg   ,Australia,22Climber,165GC,2Time trial,130Sprint,28One day races
Vincent  Jérôme, 1.74 m, 65 kg   ,France,183Climber,447GC,26Time trial,474Sprint,579One day races
Maarten  Wynants, 1.90 m, 74 kg   ,Belgium,61Climber,559GC,127Time trial,989Sprint,1351One day races
Manuel  Belletti, 1.75 m, 72 kg   ,Italy,521Climber,185GC,64Time trial,4433Sprint,2041One day races
Sergey  Renev, 1.84 m, 68 kg   ,Kazakhstan,7Climber,94GC,6Time trial,124Sprint,66One day races
Stefan  Schumacher, 1.83 m, 71 kg   ,Germany,756Climber,2283GC,2599Time trial,1679Sprint,1308One day races
Andrea  Piechele, 1.80 m, 71 kg   ,Italy,22Climber,0GC,0Time trial,539Sprint,323One day races
Cyril  Barthe, 1.84 m, 67 kg   ,France,166Climber,171GC,5Time trial,324Sprint,144One day races
Roy  Jans, 1.78 m, 68 kg   ,Belgium,32Climber,40GC,8Time trial,2728Sprint,1716One day races
Gerald  Ciolek, 1.79 m, 75 kg   ,Germany,688Climber,716GC,177Time trial,4266Sprint,1977One day races
Mads  Pedersen, 1.79 m, 70 kg   ,Denmark,538Climber,763GC,949Time trial,1584Sprint,1825One day races
Martin  Laas, 1.76 m, 74 kg   ,Estonia,40Climber,249GC,89Time trial,1359Sprint,212One day races
Erick  Rowsell, 1.77 m, 66 kg   ,Great Britain,25Climber,66GC,43Time trial,173Sprint,34One day races
Josef  Benetseder, 1.80 m, 65 kg   ,Austria,17Climber,39GC,78Time trial,232Sprint,68One day races
Alan  Marangoni, 1.85 m, 74 kg   ,Italy,32Climber,358GC,131Time trial,292Sprint,147One day races
Stefan  Bissegger, 1.78 m, 78 kg   ,Switzerland,58Climber,132GC,1173Time trial,161Sprint,132One day races
David  Rodriguez,NaN,NaN,United States,2Climber,0GC,0Time trial,14Sprint,4One day races
Andreas  Klier, 1.81 m, 72 kg   ,Germany,58Climber,765GC,123Time trial,1596Sprint,2183One day races
David  Kopp, 1.84 m, 68 kg   ,Germany,34Climber,138GC,16Time trial,2483Sprint,1339One day races
Bernard van Ulden,NaN,NaN,United States,2Climber,67GC,269Time trial,48Sprint,0One day races
Joel  Zangerle, 1.81 m, 63 kg   ,Luxembourg,0Climber,70GC,2Time trial,100Sprint,23One day races
Kristijan  Koren, 1.83 m, 72 kg   ,Slovenia,303Climber,514GC,387Time trial,476Sprint,689One day races
John  Degenkolb, 1.79 m, 82 kg   ,Germany,2024Climber,1116GC,292Time trial,6662Sprint,5893One day races
Aitor  Hernández, 1.81 m, 64 kg   ,Spain,78Climber,234GC,106Time trial,214Sprint,102One day races
Boris  Vallée, 1.88 m, 79 kg   ,Belgium,31Climber,288GC,126Time trial,1069Sprint,482One day races
Christopher  Williams, 1.81 m, 75 kg   ,Australia,0Climber,7GC,22Time trial,23Sprint,5One day races
Preben Van Hecke, 1.79 m, 69 kg   ,Belgium,182Climber,422GC,25Time trial,1010Sprint,1128One day races
Amund Grøndahl  Jansen, 1.87 m, 83 kg   ,Norway,256Climber,472GC,44Time trial,492Sprint,816One day races
Gael  Malacarne, 1.85 m, 73 kg   ,France,11Climber,56GC,20Time trial,230Sprint,59One day races
Jurgen Van De Walle, 1.89 m, 74 kg   ,Belgium,237Climber,701GC,147Time trial,736Sprint,615One day races
Simon  Yates, 1.72 m, 58 kg   ,Great Britain,4655Climber,4021GC,773Time trial,219Sprint,605One day races
Matthieu  Ladagnous, 1.81 m, 73 kg   ,France,462Climber,1434GC,232Time trial,1626Sprint,1395One day races
Tony  Hurel, 1.69 m, 66 kg   ,France,74Climber,173GC,106Time trial,854Sprint,298One day races
Ryan  Roth, 1.75 m, 70 kg   ,Canada,25Climber,99GC,477Time trial,656Sprint,420One day races
Damiano  Margutti,NaN,NaN,Italy,0Climber,0GC,0Time trial,28Sprint,1One day races
Jelle  Vanendert, 1.84 m, 62 kg   ,Belgium,2040Climber,785GC,25Time trial,677Sprint,2196One day races
Jimmy  Turgis, 1.75 m, 63 kg   ,France,30Climber,45GC,27Time trial,186Sprint,221One day races
Eros  Capecchi, 1.83 m, 65 kg   ,Italy,1479Climber,1535GC,65Time trial,448Sprint,366One day races
Andrea  Garosio, 1.75 m, 58 kg   ,Italy,84Climber,63GC,4Time trial,31Sprint,120One day races
Miguel  Mínguez, 1.77 m, 59 kg   ,Spain,72Climber,142GC,20Time trial,29Sprint,140One day races
Roy  Curvers, 1.88 m, 73 kg   ,Netherlands,76Climber,361GC,12Time trial,1128Sprint,1245One day races
Joel  Suter, 1.90 m, 75 kg   ,Switzerland,49Climber,22GC,42Time trial,59Sprint,100One day races
Igor  Boev, 1.86 m, 74 kg   ,Russia,43Climber,96GC,8Time trial,678Sprint,178One day races
Clément  Davy, 1.84 m, 73 kg   ,France,0Climber,10GC,79Time trial,11Sprint,20One day races
Hilton  Clarke, 1.80 m, 70 kg   ,Australia,7Climber,37GC,270Time trial,783Sprint,177One day races
Roger  Hammond, 1.74 m, 71 kg   ,Great Britain,40Climber,587GC,85Time trial,3434Sprint,2636One day races
Alberto  Nardin, 1.80 m, 63.5 kg   ,Italy,3Climber,3GC,0Time trial,35Sprint,12One day races
Servais  Knaven, 1.78 m, 68 kg   ,Netherlands,178Climber,1531GC,2164Time trial,1765Sprint,1922One day races
Wim  Vansevenant, 1.74 m, 65 kg   ,Belgium,22Climber,308GC,88Time trial,674Sprint,631One day races
Linas  Balčiūnas, 1.96 m, 90 kg   ,Lithuania,20Climber,176GC,361Time trial,631Sprint,243One day races
Thomas  Boudat, 1.75 m, 70 kg   ,France,97Climber,148GC,59Time trial,1370Sprint,1208One day races
Sergio  Pardilla, 1.70 m, 65 kg   ,Spain,1542Climber,2391GC,177Time trial,331Sprint,353One day races
Matteo  Montaguti, 1.81 m, 65 kg   ,Italy,969Climber,556GC,181Time trial,420Sprint,770One day races
Tomas  Vaitkus, 1.85 m, 75 kg   ,Lithuania,267Climber,628GC,996Time trial,2052Sprint,817One day races
Jacek  Morajko, 1.80 m, 65 kg   ,Poland,35Climber,320GC,108Time trial,564Sprint,166One day races
Kévin  Reza, 1.86 m, 71 kg   ,France,649Climber,231GC,54Time trial,668Sprint,402One day races
Aaron Van Poucke, 1.77 m, 68 kg   ,Belgium,34Climber,22GC,0Time trial,80Sprint,112One day races
Gorka  Izagirre, 1.76 m, 66 kg   ,Spain,2545Climber,2184GC,726Time trial,341Sprint,1285One day races
Danilo  Hondo, 1.84 m, 73 kg   ,Germany,1173Climber,1117GC,748Time trial,6450Sprint,2583One day races
Silvère  Ackermann, 1.82 m, 62 kg   ,Switzerland,22Climber,25GC,6Time trial,138Sprint,52One day races
Christophe  Detilloux, 1.70 m, 62 kg   ,Belgium,8Climber,115GC,3Time trial,933Sprint,550One day races
Mads  Würtz Schmidt, 1.76 m, 70 kg   ,Denmark,216Climber,468GC,586Time trial,508Sprint,336One day races
Olivier  Bonnaire, 1.78 m, 67 kg   ,France,89Climber,174GC,1Time trial,68Sprint,61One day races
Jasper De Buyst, 1.79 m, 74 kg   ,Belgium,251Climber,533GC,118Time trial,1230Sprint,1102One day races
Antonino  Parrinello, 1.78 m, 68 kg   ,Italy,152Climber,119GC,0Time trial,575Sprint,436One day races
Maximilian  Schachmann, 1.83 m, 70 kg   ,Germany,2265Climber,1572GC,1108Time trial,146Sprint,1233One day races
David  Hesselbarth, 1.81 m, 65 kg   ,Germany,4Climber,19GC,0Time trial,53Sprint,38One day races
Víctor de la Parte, 1.81 m, 64 kg   ,Spain,646Climber,1293GC,600Time trial,203Sprint,91One day races
Steve  Chainel, 1.80 m, 69 kg   ,France,50Climber,176GC,0Time trial,802Sprint,550One day races
Julien  Duval, 1.79 m, 68 kg   ,France,46Climber,122GC,35Time trial,704Sprint,649One day races
Louis  Verhelst, 1.82 m, 71 kg   ,Belgium,0Climber,60GC,8Time trial,493Sprint,53One day races
Chun Kai  Feng, 1.70 m, 69 kg   ,Taiwan,32Climber,127GC,271Time trial,388Sprint,169One day races
Will  Routley, 1.85 m, 69 kg   ,Canada,24Climber,88GC,127Time trial,289Sprint,118One day races
Iban  Mayoz, 1.72 m, 62 kg   ,Spain,108Climber,192GC,3Time trial,112Sprint,73One day races
Volodymyr  Gustov, 1.79 m, 64 kg   ,Ukraine,325Climber,1043GC,283Time trial,312Sprint,420One day races
Javier  Moreno, 1.81 m, 63 kg   ,Spain,936Climber,1717GC,424Time trial,446Sprint,510One day races
Nuno  Bico, 1.81 m, 64 kg   ,Portugal,2Climber,56GC,0Time trial,13Sprint,52One day races
Ángel  Madrazo, 1.71 m, 60 kg   ,Spain,720Climber,562GC,93Time trial,308Sprint,901One day races
Sven  Vandousselaere, 1.81 m, 71 kg   ,Belgium,2Climber,58GC,4Time trial,480Sprint,223One day races
Frédéric  Guesdon, 1.85 m, 73 kg   ,France,20Climber,582GC,76Time trial,1924Sprint,2654One day races
Roberto Carlos  González,NaN,NaN,Panama,3Climber,3GC,88Time trial,78Sprint,37One day races
Simon  Carr, 1.82 m, 63 kg   ,Great Britain,188Climber,49GC,2Time trial,87Sprint,180One day races
Clément  Venturini, 1.65 m, 60 kg   ,France,528Climber,405GC,61Time trial,1598Sprint,676One day races
Vladimir  Isaychev, 1.88 m, 80 kg   ,Russia,7Climber,143GC,417Time trial,168Sprint,133One day races
Nikolay  Trusov, 1.86 m, 77 kg   ,Russia,160Climber,404GC,459Time trial,1650Sprint,378One day races
Maryan  Hary, 1.85 m, 68 kg   ,France,38Climber,266GC,31Time trial,306Sprint,205One day races
Dmitriy  Gruzdev, 1.85 m, 78 kg   ,Kazakhstan,36Climber,704GC,753Time trial,296Sprint,276One day races
Cyrille  Monnerais, 1.75 m, 70 kg   ,France,18Climber,141GC,3Time trial,98Sprint,59One day races
Jure  Kocjan, 1.82 m, 72 kg   ,Slovenia,138Climber,288GC,37Time trial,2458Sprint,1082One day races
Davide  Martinelli, 1.86 m, 71 kg   ,Italy,43Climber,118GC,131Time trial,429Sprint,273One day races
Michael  Kolář, 1.85 m, 90 kg   ,Slovakia,18Climber,25GC,34Time trial,764Sprint,211One day races
Olivier  Pardini, 1.80 m, 68 kg   ,Belgium,62Climber,266GC,393Time trial,980Sprint,415One day races
Alessio  Signego,NaN,NaN,Italy,2Climber,19GC,3Time trial,236Sprint,73One day races
Frederik  Willems, 1.82 m, 67 kg   ,Belgium,52Climber,689GC,15Time trial,352Sprint,287One day races
Joseph  Areruya, 1.76 m, 74 kg   ,Rwanda,158Climber,240GC,287Time trial,397Sprint,119One day races
Steven  Wong, 1.70 m, 76 kg   ,Hongkong,0Climber,0GC,0Time trial,0Sprint,0One day races
Lieuwe  Westra, 1.85 m, 74 kg   ,Netherlands,536Climber,1597GC,2681Time trial,666Sprint,384One day races
Andrea  Palini, 1.75 m, 67 kg   ,Italy,81Climber,270GC,239Time trial,2308Sprint,441One day races
Kenny  Lisabeth, 1.80 m, 75 kg   ,Belgium,2Climber,0GC,0Time trial,419Sprint,139One day races
Ryan  Anderson, 1.75 m, 66 kg   ,Canada,32Climber,199GC,95Time trial,614Sprint,347One day races
Frank  Høj, 1.86 m, 80 kg   ,Denmark,52Climber,912GC,839Time trial,1816Sprint,2108One day races
Iban  Iriondo, 1.83 m, 69 kg   ,Spain,0Climber,15GC,4Time trial,0Sprint,10One day races
Rémy  Mertz, 1.75 m, 70 kg   ,Belgium,144Climber,141GC,7Time trial,64Sprint,227One day races
Alex  Howes, 1.80 m, 61 kg   ,United States,310Climber,482GC,12Time trial,422Sprint,409One day races
Lukas  Spengler, 1.88 m, 78 kg   ,Switzerland,0Climber,5GC,38Time trial,66Sprint,81One day races
Denis  Flahaut, 1.67 m, 66 kg   ,France,0Climber,5GC,0Time trial,1426Sprint,869One day races
Steve  Zampieri, 1.70 m, 62 kg   ,Switzerland,378Climber,483GC,116Time trial,165Sprint,235One day races
Tom  Wirtgen, 1.91 m, 77 kg   ,Luxembourg,26Climber,23GC,195Time trial,68Sprint,77One day races
Oliver  Naesen, 1.84 m, 73 kg   ,Belgium,1718Climber,1159GC,35Time trial,1469Sprint,3720One day races
Benjamin Le Montagner,NaN,NaN,France,8Climber,0GC,0Time trial,65Sprint,49One day races
Matthew  Lloyd, 1.71 m, 62 kg   ,Australia,331Climber,447GC,59Time trial,274Sprint,291One day races
Andrei  Kunitski, 1.76 m, 72 kg   ,Belarus,58Climber,190GC,350Time trial,139Sprint,169One day races
Clinton  Avery, 1.95 m, 90 kg   ,New Zealand,16Climber,13GC,38Time trial,266Sprint,93One day races
Diego  Caccia, 1.88 m, 70 kg   ,Italy,32Climber,69GC,43Time trial,155Sprint,126One day races
Alex  Frame,NaN,NaN,New Zealand,3Climber,26GC,136Time trial,392Sprint,36One day races
Julián David  Arredondo, 1.64 m, 58 kg   ,Colombia,635Climber,702GC,13Time trial,317Sprint,389One day races
Adrián  Sáez, 1.84 m, 70 kg   ,Spain,3Climber,79GC,2Time trial,57Sprint,29One day races
Frederic  Brun, 1.89 m, 73 kg   ,France,25Climber,54GC,9Time trial,64Sprint,38One day races
Davide  Cimolai, 1.82 m, 70 kg   ,Italy,991Climber,475GC,6Time trial,1472Sprint,963One day races
James  Vanlandschoot, 1.66 m, 67 kg   ,Belgium,29Climber,114GC,39Time trial,1856Sprint,861One day races
Matthias  Friedemann, 1.83 m, 75 kg   ,Germany,20Climber,79GC,6Time trial,564Sprint,277One day races
Kiel  Reijnen, 1.80 m, 63 kg   ,United States,286Climber,508GC,150Time trial,1434Sprint,279One day races
Moises Antonio  Aldape, 1.75 m, 62 kg   ,Mexico,68Climber,138GC,91Time trial,446Sprint,279One day races
Christophe  Riblon, 1.80 m, 65 kg   ,France,1094Climber,1376GC,671Time trial,352Sprint,394One day races
Raymond  Kreder, 1.77 m, 70 kg   ,Netherlands,78Climber,171GC,81Time trial,2639Sprint,790One day races
Kristian  Sbaragli, 1.75 m, 74 kg   ,Italy,1145Climber,417GC,0Time trial,1647Sprint,1699One day races
Patrick  Calcagni, 1.74 m, 65 kg   ,Switzerland,242Climber,321GC,33Time trial,484Sprint,528One day races
Paolo  Longo Borghini, 1.87 m, 76 kg   ,Italy,82Climber,307GC,1Time trial,356Sprint,374One day races
Juraj  Sagan, 1.73 m, 65 kg   ,Slovakia,5Climber,82GC,2Time trial,235Sprint,343One day races
Sam  Oomen, 1.77 m, 65 kg   ,Netherlands,1306Climber,1581GC,196Time trial,109Sprint,403One day races
Stefan  Küng, 1.93 m, 83 kg   ,Switzerland,600Climber,1142GC,3940Time trial,339Sprint,1360One day races
Steffen  Weigold,NaN,NaN,Germany,2Climber,64GC,1Time trial,161Sprint,58One day races
Enrique  Sanz, 1.75 m, 67 kg   ,Spain,162Climber,98GC,18Time trial,1334Sprint,451One day races
Tim  Declercq, 1.90 m, 78 kg   ,Belgium,99Climber,394GC,24Time trial,422Sprint,678One day races
Michele  Scarponi,NaN,NaN,NaN,5242Climber,4968GC,1295Time trial,898Sprint,1579One day races
Jarlinson  Pantano, 1.73 m, 61 kg   ,Colombia,1554Climber,977GC,152Time trial,252Sprint,248One day races
Stefano  Garzelli, 1.75 m, 62 kg   ,Italy,4677Climber,4018GC,1914Time trial,2973Sprint,3033One day races
Matteo  Sobrero, 1.77 m, 63 kg   ,Italy,152Climber,150GC,468Time trial,138Sprint,133One day races
Dion  Smith, 1.79 m, 67 kg   ,New Zealand,927Climber,704GC,70Time trial,1014Sprint,916One day races
Georg  Zimmermann, 1.81 m, 70 kg   ,Germany,190Climber,255GC,0Time trial,158Sprint,224One day races
Aldo Ino  Ilešič,NaN,NaN,Slovenia,25Climber,24GC,9Time trial,1260Sprint,199One day races
Quincy  Vens,NaN,NaN,Belgium,0Climber,0GC,2Time trial,6Sprint,1One day races
Kamil  Zieliński,NaN,NaN,Poland,27Climber,268GC,76Time trial,748Sprint,75One day races
Daniel  Arroyave, 1.78 m, 52 kg   ,Colombia,0Climber,5GC,2Time trial,18Sprint,0One day races
Eduard  Prades, 1.78 m, 63 kg   ,Spain,984Climber,1135GC,30Time trial,1072Sprint,803One day races
Jacopo  Mosca, 1.73 m, 65 kg   ,Italy,328Climber,448GC,69Time trial,429Sprint,198One day races
Marc  Weisshaupt,NaN,NaN,Austria,0Climber,2GC,0Time trial,2Sprint,0One day races
Christoph  Meschenmoser,NaN,NaN,Germany,0Climber,102GC,43Time trial,159Sprint,51One day races
Anders  Skaarseth,NaN,NaN,Norway,103Climber,129GC,29Time trial,271Sprint,124One day races
Floris  Goesinnen, 1.82 m, 75 kg   ,Netherlands,53Climber,148GC,19Time trial,475Sprint,363One day races
Jonas Iversby  Hvideberg,NaN, 1.85 m,Norway,34Climber,3GC,2Time trial,8Sprint,105One day races
Guido  Trentin, 1.80 m, 65 kg   ,Italy,434Climber,1277GC,255Time trial,412Sprint,474One day races
José  Gonçalves, 1.85 m, 70 kg   ,Portugal,716Climber,860GC,726Time trial,573Sprint,289One day races
Luke  Keough, 1.75 m, 68 kg   ,United States,7Climber,0GC,0Time trial,232Sprint,0One day races
Romain  Lemarchand, 1.78 m, 67 kg   ,France,44Climber,99GC,74Time trial,143Sprint,127One day races
Mauro Abel  Richeze,NaN,NaN,Argentina,10Climber,3GC,15Time trial,1145Sprint,207One day races
Jean-Patrick  Nazon, 1.82 m, 74 kg   ,France,181Climber,194GC,95Time trial,3156Sprint,725One day races
Tyler  Farrar, 1.83 m, 73 kg   ,United States,820Climber,856GC,966Time trial,6054Sprint,2482One day races
Gilles  Devillers, 1.82 m, 62 kg   ,Belgium,6Climber,27GC,0Time trial,114Sprint,57One day races
Matthias  Kessler, 1.72 m, 70 kg   ,Germany,1180Climber,488GC,54Time trial,660Sprint,1798One day races
Kenny Van Braeckel,NaN,NaN,Belgium,0Climber,0GC,0Time trial,36Sprint,5One day races
Kohei  Uchima, 1.70 m, 63 kg   ,Japan,25Climber,98GC,68Time trial,479Sprint,64One day races
Eduardo  Sepúlveda, 1.73 m, 59 kg   ,Argentina,654Climber,1059GC,392Time trial,128Sprint,353One day races
Wout van Aert, 1.90 m, 78 kg   ,Belgium,2172Climber,831GC,1636Time trial,1590Sprint,4346One day races
